category_id,product_name,sku,qty,price,discount_percentage,brand ,size,status ,contact,color,bike ,car,van,weight(kg),height(cm),width(cm),length(cm),product_image
29,DEWALT - Stationary Construction Circular Saw Blade 305 x 30mm x 24T ATB/Neg,3582383745842,0,59.99,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/dewalt-stationary-construction-circular-saw-blade-305-x-30mm-x-24t-atb-neg~5035048095751_01c_MP?wid=284&hei=284
29,DEWALT - XR FlexVolt Table Saw Blade 210 x 30mm x 24T,3572568446320,0,93,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/dewalt-xr-flexvolt-table-saw-blade-210-x-30mm-x-24t~5035048542255_01c_MP?wid=284&hei=284
29,"DEWALT - DT2441L 2X Life Reciprocating Saw Blade Set, 12 Piece",3562753146798,0,90.04,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/dewalt-dt2441l-2x-life-reciprocating-saw-blade-set-12-piece~5035048088685_01c_MP?wid=284&hei=284
29,DEWALT - Extreme PCD Fibre Cement Saw Blade 216 x 30mm x 8T,3552937847276,0,170.39,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/dewalt-extreme-pcd-fibre-cement-saw-blade-216-x-30mm-x-8t~5035048540947_01c_MP?wid=284&hei=284
29,Trend - CraftPro Panel Trim Saw Blade 165 x 20mm x 48T (Pack 3),3543122547754,0,97.66,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/trend-craftpro-panel-trim-saw-blade-165-x-20mm-x-48t-pack-3-~5027654062548_01c_MP?wid=284&hei=284
29,Flex Power Tools - Circular Saw Blade with Alternating Teeth 165 x 20mm x 24T,3533307248232,0,57.18,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/flex-power-tools-circular-saw-blade-with-alternating-teeth-165-x-20mm-x-24t~4030293202771_01c_MP?wid=284&hei=284
29,Evolution - Thin Steel Cutting Circular Saw Blade 210 x 25.4 x 68T,3523491948710,0,89.63,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/evolution-thin-steel-cutting-circular-saw-blade-210-x-25-4-x-68t~0849713090959_01c_MP?wid=284&hei=284
29,DEWALT - Bi-Metal Wood Demolition Reciprocating Blade 228mm x 6 TPI (Pack 5),3513676649188,0,44.38,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/dewalt-bi-metal-wood-demolition-reciprocating-blade-228mm-x-6-tpi-pack-5-~5054905250287_01c_MP?wid=284&hei=284
29,Reciprocating Saw Blade Metal 150mm 18tpi Bi Metal Pack of 15 by Ufixt,3503861349666,0,34.99,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/reciprocating-saw-blade-metal-150mm-18tpi-bi-metal-pack-of-15-by-ufixt~5059120405825_01c_MP?wid=284&hei=284
29,5 PACK 300mm Bi-Metal Reciprocating Saw Blade - 6 TPI - Milled Side Set Teeth,5056581924094,0,27.49,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/5-pack-300mm-bi-metal-reciprocating-saw-blade-6-tpi-milled-side-set-teeth~5056581924094_01c_MP?wid=284&hei=284
29,BAILEIGH BS-712MS M4 BI-METAL BANDSAW BLADE 2360 x 20 x 0.90 x 10/14 tpi,7421122113295,0,33.99,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/5-pack-300mm-bi-metal-reciprocating-saw-blade-6-tpi-milled-side-set-teeth~5056581924094_01c_MP?wid=284&hei=285
29,IRWIN - Marples Mitre Circular Saw Blade 254 x 30mm x 48T ATB/Neg,5706918974598,0,110.21,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/5-pack-300mm-bi-metal-reciprocating-saw-blade-6-tpi-milled-side-set-teeth~5056581924094_01c_MP?wid=284&hei=286
29,SIP 01594 M4 BI-METAL BANDSAW BLADE 2360 x 20 x 0.90 x 6/10 tpi,7421122113110,0,33.99,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/5-pack-300mm-bi-metal-reciprocating-saw-blade-6-tpi-milled-side-set-teeth~5056581924094_01c_MP?wid=284&hei=287
29,SEALEY SM35CE M4 BI-METAL BANDSAW BLADE 2360 x 20 x 0.90 x 8/12 tpi,7421122112960,0,33.99,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/sealey-sm35ce-m4-bi-metal-bandsaw-blade-2360-x-20-x-0-90-x-8-12-tpi~7421122112960_01c_MP?wid=284&hei=284
29,"Bahco - Sabre Saw Blade Set, 5 Piece",7314150401659,0,35.22,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/bahco-sabre-saw-blade-set-5-piece~7314150401659_01c_MP?wid=284&hei=284
29,"Starrett - BT126-5 Bi-Metal Reciprocating Blade, Wood Tapered 300mm 6 TPI (Pack 5)",7891265153524,0,31.46,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/starrett-bt126-5-bi-metal-reciprocating-blade-wood-tapered-300mm-6-tpi-pack-5-~7891265153524_01c_MP?wid=284&hei=284
29,IRWIN - Weldtec Circular Saw Blade 210 x 30mm x 40T ATB,5706918973867,0,73.6,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/irwin-weldtec-circular-saw-blade-210-x-30mm-x-40t-atb~5706918973867_01c_MP?wid=284&hei=284
29,IRWIN - Construction Mitre Circular Saw Blade 254 x 30mm x 48T ATB/Neg,5706918974284,0,94.5,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/irwin-construction-mitre-circular-saw-blade-254-x-30mm-x-48t-atb-neg~5706918974284_01c_MP?wid=284&hei=284
29,Reciprocating Saw Blade Multipurpose 230mm Length 5-8tpi Bi Metal Pack of 5 by Ufixt,5059120408192,0,29.95,0,null,null,1,7976621849,null,1,0,0,0.41,44,33,29.5,https://media.diy.com/is/image/KingfisherDigital/reciprocating-saw-blade-multipurpose-230mm-length-5-8tpi-bi-metal-pack-of-5-by-ufixt~5059120408192_01c_MP?wid=284&hei=284
